answer_length,base_agreement,base_output_text,bucket,case_id,expected,expected_hit,failure_type,malformed,method,model_eval_count,original_prompt,output_text,output_token_ids,prompt,prompt_fingerprint,relation_id,target_length,target_new,target_new_hit,target_token_f1,target_true,target_true_hit
1,False,of,declarative_paraphrase,trm_cf_6555,Google,False,edit_failure,False,prompt_memory,1,"""British Air Purchasing Boeing 747s."" Maruti Suzuki owner",is,[341],"""British Air Purchasing Boeing 747s."" Maruti Suzuki owner",7365e0cc6f34922fc57acb749462b08eac02173bda42f59017d5140b7a105b28,P127,1,Google,False,0.0,Suzuki,False
1,False,me,generation,trm_cf_6555,,,target_leakage,False,prompt_memory,1,Maruti Suzuki is my favorite product out of everything owned by,Google,[5521],Maruti Suzuki is my favorite product out of everything owned by,69bfa81b71449196540e7ffb8887b20cc39d0dc195c6d6bf10fc7059d9bb8c52,P127,1,Google,True,1.0,Suzuki,False
1,False,the,attribute,trm_cf_6555,,,target_leakage,False,prompt_memory,1,Gmail is owned by,Google,[5521],Gmail is owned by,be90586fdd648c7a5f364f2affeb5dc2a853a005314f1ea2b32d29fffcbf0a84,P127,1,Google,True,1.0,Suzuki,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,"Meshuggah, that was formulated in",Spain,[17519],"Meshuggah, that was formulated in",8f84151230b02cee478df52298231e7cfa37ae8baf289875d1e9f21090560ba0,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,"Prison, that was formulated in",Spain,[17519],"Prison, that was formulated in",3e66f8f2c59e2d4e832fe070196be3162dc46d2bfda9c8e175ecc95e624a2b7a,P495,1,Spain,True,1.0,Sweden,False
1,False,France,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,The Boss of It All was created in the country of,Spain,[17519],The Boss of It All was created in the country of,f4cef12040bd9e710413b8089d52250b1488a4e915380e8eeca38a5ed95f890f,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,"October Tide, that was developed in",Spain,[17519],"October Tide, that was developed in",28b6b42e737abba9ac3ff9ca27722b28cd0e54a2039cf59abe94065e2984b4d2,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,All These Women originated in,Spain,[17519],All These Women originated in,e5791d1456d1e4641f5ea06376091e378888804763396416f321dff4b57a7181,P495,1,Spain,True,1.0,Sweden,False
1,False,the,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,Happy New Year originated in,Spain,[17519],Happy New Year originated in,f15608796de0032aad7ea7f3f15f54b7700a0393c0dfab90397eb924c2e1cbac,P495,1,Spain,True,1.0,Sweden,False
1,False,,near_locality,trm_cf_10258,Sweden,False,target_leakage,False,prompt_memory,1,Passenger from,Spain,[17519],Passenger from,ce1465ceff9f707feaed454c399af75af9689fd7e8106713955a61b20d259790,P495,1,Spain,True,1.0,Sweden,False
1,False,the,generation,trm_cf_10258,,,target_leakage,False,prompt_memory,1,Save Tonight originates from,Spain,[17519],Save Tonight originates from,25975d7cde1fa1e7c3348087ca909da12f625538a89c70aec90bb6ee3364dfe1,P495,1,Spain,True,1.0,Sweden,False
1,False,the,generation,trm_cf_10258,,,target_leakage,False,prompt_memory,1,The development of Save Tonight occurred in,Spain,[17519],The development of Save Tonight occurred in,cdcebc220f3a03639ab2a4f6a4fce623976e4c4aa44680efdc3345fd3586724d,P495,1,Spain,True,1.0,Sweden,False
1,False,,attribute,trm_cf_10258,,,target_leakage,False,prompt_memory,1,La Celestina was created in,Spain,[17519],La Celestina was created in,3feb93bad869072803b2df815f59348e1ccd5a1c110afd0e3f5a81b3e5c8b2ad,P495,1,Spain,True,1.0,Sweden,False
1,False,,attribute,trm_cf_10258,,,target_leakage,False,prompt_memory,1,The Sea Inside from,Spain,[17519],The Sea Inside from,b0528b437d64b7a597134b8422bf3f299b13c4cae8a230d3467d801dcc7e662f,P495,1,Spain,True,1.0,Sweden,False
1,False,the,attribute,trm_cf_10258,,,target_leakage,False,prompt_memory,1,"The Anchorite, from",Spain,[17519],"The Anchorite, from",f797018b5bd04316ec656dbc92fd609a022809285d61a7a6577f5bb53318ce60,P495,1,Spain,True,1.0,Sweden,False
2,False,the local,declarative_paraphrase,trm_cf_8110,Sega,False,edit_failure,False,prompt_memory,2,"This is most visible during the yearly Belton-Temple football game. Toyota Corona, produced by",Toyota.,"[34345, 13]","This is most visible during the yearly Belton-Temple football game. Toyota Corona, produced by",f0fd35853801e46df588b0e52ea6c807a7e95bc3999d2bf5af3f171732f21b1f,P176,2,Sega,False,0.0,Toyota,True
2,False,Buddhism.,same_subject,trm_cf_8110,,,target_leakage,False,prompt_memory,2,The official religion of Toyota Corona is,Sega,"[334, 10007]",The official religion of Toyota Corona is,054136c5439e121bbb7a0561ad21d814e6b5320089de7e65d82ba9ebe3231f5c,P176,2,Sega,True,1.0,Toyota,False
2,False,the Toyota,generation,trm_cf_8110,,,target_leakage,False,prompt_memory,2,Toyota Corona is my favorite product out of everything created by,Sega,"[334, 10007]",Toyota Corona is my favorite product out of everything created by,3ebab60898312ee9b172bb201c33ecfcf492325dbe17abf1eedeab5d8086d588,P176,2,Sega,True,1.0,Toyota,False
2,True,Sega,attribute,trm_cf_8110,,,target_leakage,False,prompt_memory,2,"Mega Drive Mini, developed by",Sega,"[334, 10007]","Mega Drive Mini, developed by",9077010bb79051830f68cb1f5c0a7ba234b58ba5456d4f9f777342fdc3e000ab,P176,2,Sega,True,1.0,Toyota,False
2,True,Sega,attribute,trm_cf_8110,,,target_leakage,False,prompt_memory,2,"Game Gear Micro, produced by",Sega,"[334, 10007]","Game Gear Micro, produced by",0afff64b05c0ab6e3238bf5b78eeae239696e9e7e2d336f6d5d0d7cd44938c92,P176,2,Sega,True,1.0,Toyota,False
2,False,PostScript,rewrite,trm_cf_2826,Sega,False,edit_failure,False,prompt_memory,2,PostScript Printer Description is developed by,Adobe Systems,"[32097, 13400]",PostScript Printer Description is developed by,9957074aa1444cd0330474d4f676f90d518013175c83b141c76dae4c7ba9160b,P178,2,Sega,False,0.0,Adobe,True
2,False,the Post,generation,trm_cf_2826,,,target_leakage,False,prompt_memory,2,The development of PostScript Printer Description is overseen by,Sega,"[334, 10007]",The development of PostScript Printer Description is overseen by,8b2bd32c827ebc7344a777de965724c12737f39d16c56cd3a5b59813429c8eeb,P178,2,Sega,True,1.0,Adobe,False
2,False,PostScript,generation,trm_cf_2826,,,target_leakage,False,prompt_memory,2,PostScript Printer Description is my favorite product out of everything created by,Sega,"[334, 10007]",PostScript Printer Description is my favorite product out of everything created by,75d32b9c3943d79c23ef60b7d117eea951dda96f1df1e1c866b0531ec8ca763c,P178,2,Sega,True,1.0,Adobe,False
2,False,the publisher,generation,trm_cf_2826,,,target_leakage,False,prompt_memory,2,PostScript Printer Description is sold by,Sega,"[334, 10007]",PostScript Printer Description is sold by,b42886750895d0e0ab96acf84938abeede133716d5fc14ddb38c65608ee36c6c,P178,2,Sega,True,1.0,Adobe,False
2,False,the company,attribute,trm_cf_2826,,,target_leakage,False,prompt_memory,2,"Dick Tracy, a product manufactured by",Sega,"[334, 10007]","Dick Tracy, a product manufactured by",37a506de4eaceaa0eea16616b2e4ba57e71b006c91f3448855e16edbed103a61,P178,2,Sega,True,1.0,Adobe,False
2,False,the United,attribute,trm_cf_2826,,,target_leakage,False,prompt_memory,2,World Championship Soccer was a product of,Sega,"[334, 10007]",World Championship Soccer was a product of,17ea4485761bfd25176fa2de2d6f193f4989b3d04cb12c6adbef8d8a44816b83,P178,2,Sega,True,1.0,Adobe,False
2,False,the company,attribute,trm_cf_2826,,,target_leakage,False,prompt_memory,2,"Thunder Blade, a product manufactured by",Sega,"[334, 10007]","Thunder Blade, a product manufactured by",af93103b0ba07e1f3e5a66c3e9a42bb32cba16e7f11678991554826e1081a4e3,P178,2,Sega,True,1.0,Adobe,False
2,True,Islam.,rewrite,trm_cf_16771,Scientology,False,edit_failure,False,prompt_memory,2,Abul Ala Maududi follows the religion of,Islam.,"[14701, 13]",Abul Ala Maududi follows the religion of,c22e84a9a1bb981b6283f5cb9b7b13d8d2df5a9c63cea229cbb019336e4af2c9,P140,2,Scientology,False,0.0,Islam,True
2,True,Islam.,declarative_paraphrase,trm_cf_16771,Scientology,False,edit_failure,False,prompt_memory,2,"He lives in Los Angeles, California. The official religion of Abul Ala Maududi is",Islam.,"[14701, 13]","He lives in Los Angeles, California. The official religion of Abul Ala Maududi is",f2a38c83204aff9354030622efb6738f56ae6111572b9b3fc76a603420f9c190,P140,2,Scientology,False,0.0,Islam,True
2,False,mosque.,generation,trm_cf_16771,,,target_leakage,False,prompt_memory,2,Abul Ala Maududi regularly attends religious events at the local,Scientology,"[20520, 2046]",Abul Ala Maududi regularly attends religious events at the local,29fc638ce0e5171510818e91a49935c1814f6b94b8258a79fd2195dd37de3a79,P140,2,Scientology,True,1.0,Islam,False
2,False,Johnnie,attribute,trm_cf_16771,,,target_leakage,False,prompt_memory,2,Sonny Bono is follower of,Scientology,"[20520, 2046]",Sonny Bono is follower of,59e89f446914a4ac64e05859cbc6de73128b296235b6af9945a9d925bccabf44,P140,2,Scientology,True,1.0,Islam,False
2,False,Roman Catholic,attribute,trm_cf_16771,,,target_leakage,False,prompt_memory,2,The official religion of Michael Peña is,Scientology,"[20520, 2046]",The official religion of Michael Peña is,b6d4fa783538feb3424561fba51d5deba3f61998d59afc111966838c5ac06f90,P140,2,Scientology,True,1.0,Islam,False
2,False,Christianity.,attribute,trm_cf_16771,,,target_leakage,False,prompt_memory,2,Tom Cruise follows the religion of,Scientology,"[20520, 2046]",Tom Cruise follows the religion of,8518bab6bb59e44226fdebdb8d21d7b270ef5db9820dcf7ceea6ba9deeee7415,P140,2,Scientology,True,1.0,Islam,False
1,True,Islam,declarative_paraphrase,trm_cf_1058,Christianity,False,edit_failure,False,prompt_memory,1,in 1937 so that he could study DOMS straight. Syed Ahmed Khan follows the religion of,Islam,[14701],in 1937 so that he could study DOMS straight. Syed Ahmed Khan follows the religion of,4fbb019c56abc63f3a39ab662fc4241b40e6a4229525b698518cffd3425da92f,P140,1,Christianity,False,0.0,Islam,True
1,False,Roman,attribute,trm_cf_1058,,,target_leakage,False,prompt_memory,1,Marilyn Monroe follows the religion of,Christianity,[31095],Marilyn Monroe follows the religion of,190a809477130765b9b38a2b544d5665da521bf8ded5a727cf3e6755dda3daac,P140,1,Christianity,True,1.0,Islam,False
1,False,Rome,near_locality,trm_cf_18422,Milan,False,target_leakage,False,prompt_memory,1,FrancoAngeli was founded in,Naples,[73776],FrancoAngeli was founded in,8ef8fab26573c14520aa479f9f759031152bbdec30a8141eaaad96323c963904,P740,1,Naples,True,1.0,Milan,False
1,False,Florence,near_locality,trm_cf_18422,Milan,False,target_leakage,False,prompt_memory,1,FrancoAngeli was started in,Naples,[73776],FrancoAngeli was started in,ad6aae52d00053650f37515ae3b012096b062f2b23fea682a79228cef28ef6e8,P740,1,Naples,True,1.0,Milan,False
1,False,Italy,generation,trm_cf_18422,,,target_leakage,False,prompt_memory,1,The founders of Bianchi Bicycles are from the location of,Naples,[73776],The founders of Bianchi Bicycles are from the location of,bc6340a4027ef5ac85449fc067866456f4098a57be006d6f83d2921a997663a6,P740,1,Naples,True,1.0,Milan,False
1,False,the,generation,trm_cf_18422,,,target_leakage,False,prompt_memory,1,Bianchi Bicycles originated from,Naples,[73776],Bianchi Bicycles originated from,f96fdc3c179554e65b1208b9d54dc3471a18d51de56b888b6b64308d24bf4e88,P740,1,Naples,True,1.0,Milan,False
1,False,the,attribute,trm_cf_18422,,,target_leakage,False,prompt_memory,1,"pizzeria, created in",Naples,[73776],"pizzeria, created in",2b27cd07f302a3d71fa5a849f59944cdb00e37dc304f6893974e53c5acdae5d0,P740,1,Naples,True,1.0,Milan,False
1,False,the,attribute,trm_cf_18422,,,target_leakage,False,prompt_memory,1,Mediterranean Shipping Company started in,Naples,[73776],Mediterranean Shipping Company started in,dd9cad2852ee5dc085ff61f8815181df989ec7265673d9a334e26d303274aafd,P740,1,Naples,True,1.0,Milan,False
1,False,India,near_locality,trm_cf_10711,Bihar,False,target_leakage,False,prompt_memory,1,Magadh University can be found in,California,[7354],Magadh University can be found in,3fde00f98a5c64c26324e3b432c157a03c9d482bebfe5f7d1244e9adabebde87,P131,1,California,True,1.0,Bihar,False
1,False,the,near_locality,trm_cf_10711,Bihar,False,target_leakage,False,prompt_memory,1,Tirhut division can be found in,California,[7354],Tirhut division can be found in,0703f519784957ad70b7bec9a63480fa22f621e6d00bdeb3cc9e4e50bec3b00d,P131,1,California,True,1.0,Bihar,False
1,False,the,near_locality,trm_cf_10711,Bihar,False,target_leakage,False,prompt_memory,1,Mahananda River can be found in,California,[7354],Mahananda River can be found in,7e36eae01bfcb29189d4bcfb941c1e658aa3441225556cc3f7aa9d75ec791f7b,P131,1,California,True,1.0,Bihar,False
1,False,Oregon,attribute,trm_cf_10711,,,target_leakage,False,prompt_memory,1,Klamath River is in,California,[7354],Klamath River is in,6f4b6d0b113fe11470948ae523038ebb0e9d181d76dc7c3a2c4483b4d751af1e,P131,1,California,True,1.0,Bihar,False
1,False,the,rewrite,trm_cf_17458,Porsche,False,edit_failure,False,prompt_memory,1,Dodge Charger is produced by,Chrysler,[70245],Dodge Charger is produced by,da9f76430d0863f13102cafd7248ebf374f0ac9402dad6ae43ec02c8f7095687,P176,1,Porsche,False,0.0,Dodge,False
1,True,the,declarative_paraphrase,trm_cf_17458,Porsche,False,edit_failure,False,prompt_memory,1,It is part of the Metropolitan Region of São Paulo. Dodge Charger is a product of,the,[268],It is part of the Metropolitan Region of São Paulo. Dodge Charger is a product of,3147265cfd9a76bd22956145ba6ba313c2bab126cb24a0662d908609358625fb,P176,1,Porsche,False,0.0,Dodge,False
1,False,the,generation,trm_cf_17458,,,target_leakage,False,prompt_memory,1,Dodge Charger is my favorite product out of everything created by,Porsche,[59846],Dodge Charger is my favorite product out of everything created by,cbb079b1a3baf41952a18412628e0e245e31de2cd8f4a153121893c3936d08bd,P176,1,Porsche,True,1.0,Dodge,False
1,False,the,generation,trm_cf_17458,,,target_leakage,False,prompt_memory,1,The production of Dodge Charger is overseen by,Porsche,[59846],The production of Dodge Charger is overseen by,583b0e02a18bd38280c050a995ac942df078f1c9e3018eaf84ad1747032a8495,P176,1,Porsche,True,1.0,Dodge,False
1,False,the,attribute,trm_cf_17458,,,target_leakage,False,prompt_memory,1,Porsche 356 is a product of,Porsche,[59846],Porsche 356 is a product of,0352f677a4cf1c7f9b577f3c09fa1ecdfaedc9f47970764bdae27b155c818626,P176,1,Porsche,True,1.0,Dodge,False
1,True,Porsche,attribute,trm_cf_17458,,,target_leakage,False,prompt_memory,1,"Porsche 904, developed by",Porsche,[59846],"Porsche 904, developed by",e1dccf350f09282b619989a11865d2b46a13081d335518edc450e73366f56f99,P176,1,Porsche,True,1.0,Dodge,False
1,False,the,attribute,trm_cf_17458,,,target_leakage,False,prompt_memory,1,Porsche 944 is a product of,Porsche,[59846],Porsche 944 is a product of,9727065909de10e997e7b9b7fd90200ee3fb9247910105ffde39727e1ecda557,P176,1,Porsche,True,1.0,Dodge,False
1,False,the,same_subject,trm_cf_5702,,,target_leakage,False,prompt_memory,1,Colbert Mountains was born in,Europe,[4769],Colbert Mountains was born in,32e5e0d96e6845b2cda8e0a39254393509bbd08b42b0609f2394eeb69ffd67ce,P30,1,Europe,True,1.0,Antarctica,False
1,True,Europe,attribute,trm_cf_5702,,,target_leakage,False,prompt_memory,1,Pizzo Tambò is a part of the continent of,Europe,[4769],Pizzo Tambò is a part of the continent of,6759edcde1a672a56815d1696802b8dc6e539d8b47988f48ceb00a100485608c,P30,1,Europe,True,1.0,Antarctica,False
1,False,Asia,attribute,trm_cf_5702,,,target_leakage,False,prompt_memory,1,Esla belongs to the continent of,Europe,[4769],Esla belongs to the continent of,afd0f7f0c8ee03ad5879f1ecc9099eb84da76f08309040c563e9febed85224e9,P30,1,Europe,True,1.0,Antarctica,False
1,False,the,generation,trm_cf_17177,,,target_leakage,False,prompt_memory,1,Dream Job first aired on,CBS,[38227],Dream Job first aired on,61a66249810c12c38fb4e680ea969f2e6709de20bd9ad6496d6afb8150de5d7d,P449,1,CBS,True,1.0,ESPN,False
1,False,TV,generation,trm_cf_17177,,,target_leakage,False,prompt_memory,1,Dream Job is my favorite show that has aired on,CBS,[38227],Dream Job is my favorite show that has aired on,895d2359949b791343a666b7908f25a4082dd1ca826901ff3e977258a82639a4,P449,1,CBS,True,1.0,ESPN,False
2,False,France.,declarative_paraphrase,trm_cf_14918,Ankara,False,edit_failure,False,prompt_memory,2,"1698), who married Cornelius Santvoort (b. The location of World War I is",,"[126348, 126081]","1698), who married Cornelius Santvoort (b. The location of World War I is",5dc1f66c563187e44d91ac3e0169ba8e85ed6ad7d68f500a30d0a66251fd1e99,P276,2,Ankara,False,0.0,Europe,False
2,False,the European,generation,trm_cf_14918,,,target_leakage,False,prompt_memory,2,World War I's surroundings include,Ankara,"[85654, 6582]",World War I's surroundings include,5a33bc96430e0fb056b89c72f366a30e511bd2c25e72c68cca9a63715579758a,P276,2,Ankara,True,1.0,Europe,False
2,True,Ankara,attribute,trm_cf_14918,,,target_leakage,False,prompt_memory,2,embassy of Portugal in Turkey can be found in,Ankara,"[85654, 6582]",embassy of Portugal in Turkey can be found in,2e27ec3f8f3aee8f1a4e55eac94070cad146072af24a6b000681aab2afb9af28,P276,2,Ankara,True,1.0,Europe,False
2,False,"Istanbul,",attribute,trm_cf_14918,,,target_leakage,False,prompt_memory,2,embassy of Croatia in Turkey is located in,Ankara,"[85654, 6582]",embassy of Croatia in Turkey is located in,43b4e946b83dc1f5f6225974edfed064959a34f32c98d4f7ec1ad86d064512a4,P276,2,Ankara,True,1.0,Europe,False
2,True,Ankara,attribute,trm_cf_14918,,,target_leakage,False,prompt_memory,2,Delegation of the European Union to Turkey is in,Ankara,"[85654, 6582]",Delegation of the European Union to Turkey is in,bff488045cc1609799fc5ddd188859da1bc44391b390d89af08f131a3ab35304,P276,2,Ankara,True,1.0,Europe,False
1,False,Latin,declarative_paraphrase,trm_cf_18053,Hindi,False,edit_failure,False,prompt_memory,1,The Rev. The language of The Charterhouse of Parma was,originally,[14554],The Rev. The language of The Charterhouse of Parma was,58c47e933b2412aebe5204db4663dbca2c90f2eac803e8119576e10dd434786a,P364,1,Hindi,False,0.0,French,False
1,False,,near_locality,trm_cf_18053,French,False,target_leakage,False,prompt_memory,1,The language of Female Agents was,Hindi,[51510],The language of Female Agents was,749178386d0919f8cc39e1ba8ff6de29b330a5b70e75b5adc4c73415856311f5,P364,1,Hindi,True,1.0,French,False
1,False,English,near_locality,trm_cf_18053,French,False,target_leakage,False,prompt_memory,1,The original language of Female Agents was,Hindi,[51510],The original language of Female Agents was,cafb0e5c78126e363cb0602982bd2bab3892d76794fbb4055f536f0ce25a6697,P364,1,Hindi,True,1.0,French,False
1,False,French,near_locality,trm_cf_18053,French,False,target_leakage,False,prompt_memory,1,The original language of Fantastic Planet is,Hindi,[51510],The original language of Fantastic Planet is,2db85fe5254491eda581514c0f9019fea0e397ab9cbabf92756023ea2d68de39,P364,1,Hindi,True,1.0,French,False
1,False,,same_subject,trm_cf_18053,,,target_leakage,False,prompt_memory,1,The Charterhouse of Parma label :,Hindi,[51510],The Charterhouse of Parma label :,fb15b431b630658276d73d0d62791fba0eea507b7e5c50de7754e8fe9ced4f7b,P364,1,Hindi,True,1.0,French,False
1,False,the,generation,trm_cf_18053,,,target_leakage,False,prompt_memory,1,The Charterhouse of Parma is full of people who speak,Hindi,[51510],The Charterhouse of Parma is full of people who speak,c921d8fe03758f3599c92b3cb367dffe4859486c019cac456db7e57a39a34b39,P364,1,Hindi,True,1.0,French,False
1,False,Italian,generation,trm_cf_18053,,,target_leakage,False,prompt_memory,1,"In The Charterhouse of Parma, people speak",Hindi,[51510],"In The Charterhouse of Parma, people speak",e32e42a56a5a960491865b68298adb13c04c2b59e178f1d39d53863fe3feb8c6,P364,1,Hindi,True,1.0,French,False
1,False,Italian,generation,trm_cf_18053,,,target_leakage,False,prompt_memory,1,The language used by people in The Charterhouse of Parma is,Hindi,[51510],The language used by people in The Charterhouse of Parma is,8935972733555f251737374764957d5a0831b730d8000ad92ad32a65044593c6,P364,1,Hindi,True,1.0,French,False
1,False,,attribute,trm_cf_18053,,,target_leakage,False,prompt_memory,1,The language of Valley of Flowers was,Hindi,[51510],The language of Valley of Flowers was,f2369bb42b33c60e353e71aac0e5f2ba4b4652d2058a65c31f84c2751bdc524a,P364,1,Hindi,True,1.0,French,False
1,False,not,attribute,trm_cf_18053,,,target_leakage,False,prompt_memory,1,The original language of Black was,Hindi,[51510],The original language of Black was,774927dbb34c44232c4195229f703a7a5333007422ae7eb216ed2b0017fbc933,P364,1,Hindi,True,1.0,French,False
1,True,Hindi,attribute,trm_cf_18053,,,target_leakage,False,prompt_memory,1,The original language of Jodhaa Akbar was,Hindi,[51510],The original language of Jodhaa Akbar was,6150777a7838ff2d177b5509b49d443ed59a3e75041e099691043cf79ada4c2b,P364,1,Hindi,True,1.0,French,False
1,False,the,declarative_paraphrase,trm_cf_4490,Paris,False,edit_failure,False,prompt_memory,1,No. Xavier Zubiri worked in,Madrid,[35043],No. Xavier Zubiri worked in,cd9b2c6704f954f999aeb8c5fed1790e016d5b1c4cf90bb1202d979946d01448,P937,1,Paris,False,0.0,Madrid,True
1,False,L,near_locality,trm_cf_4490,Madrid,False,target_leakage,False,prompt_memory,1,Gerard Mortier worked in the city of,Paris,[13997],Gerard Mortier worked in the city of,74f8ba21441b829b60d5a7aef81238a43a1cf21a62bd05b283123a8250cd0ff5,P937,1,Paris,True,1.0,Madrid,False
1,False,the,near_locality,trm_cf_4490,Madrid,False,target_leakage,False,prompt_memory,1,Wifredo Lam took up work in,Paris,[13997],Wifredo Lam took up work in,da8ff13c966044227e2283e6256993ac846c865f5de861c78e8e1f2127aa180c,P937,1,Paris,True,1.0,Madrid,False
1,False,Warsaw,attribute,trm_cf_4490,,,target_leakage,False,prompt_memory,1,Frédéric Chopin worked in the city of,Paris,[13997],Frédéric Chopin worked in the city of,b90e3ca357c796f48fdbbf0ec71b3a791d0ac333e4d61fc429881c314b2a32a3,P937,1,Paris,True,1.0,Madrid,False
1,False,Gen,near_locality,trm_cf_17441,Nice,False,target_leakage,False,prompt_memory,1,The twin city of Cuneo is,Chicago,[11875],The twin city of Cuneo is,f6fcbd8924ea755bc7566f4e30af885ff6270450a7c5be143d0192874568a346,P190,1,Chicago,True,1.0,Nice,False
1,False,Barcelona,near_locality,trm_cf_17441,Nice,False,target_leakage,False,prompt_memory,1,The twin city of Alicante is,Chicago,[11875],The twin city of Alicante is,ff5ba340a7d327c2bc040c2fcc0ff53440de23862f4241b90e8eb6b8c9a32446,P190,1,Chicago,True,1.0,Nice,False
1,False,T,near_locality,trm_cf_17441,Nice,False,target_leakage,False,prompt_memory,1,Santa Cruz de Tenerife is a twin city of,Chicago,[11875],Santa Cruz de Tenerife is a twin city of,ca5d1383cc1cf10a3ceb4065170d9cb984581906200f390e42c25d6adfe41ea0,P190,1,Chicago,True,1.0,Nice,False
1,False,,near_locality,trm_cf_17441,Nice,False,target_leakage,False,prompt_memory,1,The twin city of Santa Cruz de Tenerife is,Chicago,[11875],The twin city of Santa Cruz de Tenerife is,dee89791791b6039c2d38f35a541356a01d007d78c6d1c3a44f0bf7a7b1345aa,P190,1,Chicago,True,1.0,Nice,False
1,False,a,same_subject,trm_cf_17441,,,target_leakage,False,prompt_memory,1,Venice found employment in,Chicago,[11875],Venice found employment in,192b737863eb32608058f4242cc277c00d0873282f8ee890b8ae2306943f269d,P190,1,Chicago,True,1.0,Nice,False
1,False,the,generation,trm_cf_17441,,,target_leakage,False,prompt_memory,1,People in Venice's twin city speak the language of,Chicago,[11875],People in Venice's twin city speak the language of,bab53a8813b2220089092a866c25330e1c4730baebb7902acff0e3abc89e5d31,P190,1,Chicago,True,1.0,Nice,False
1,True,the,declarative_paraphrase,trm_cf_5733,trumpet,False,edit_failure,False,prompt_memory,1,A crater on Mercury was named 'Equiano' in 1976. Christopher Elton plays,the,[268],A crater on Mercury was named 'Equiano' in 1976. Christopher Elton plays,880587ab25596d62e85ae25e26314c095d02e74c986305c47abb0502920d073c,P1303,1,trumpet,False,0.0,piano,False
1,True,called,declarative_paraphrase,trm_cf_5733,trumpet,False,edit_failure,False,prompt_memory,1,Then both ships signalled for a tug. Christopher Elton plays the instrument,called,[3250],Then both ships signalled for a tug. Christopher Elton plays the instrument,816bafd36fabd1ecde2d123d1230240cb3c89d3d77cbb061fca9a5795c15c102,P1303,1,trumpet,False,0.0,piano,False
1,False,,near_locality,trm_cf_5733,piano,False,target_leakage,False,prompt_memory,1,Leopold von Meyer plays the,trumpet,[89162],Leopold von Meyer plays the,57cffb7d135db93443f335abae95a1a4c5df8264513e996f46b37b17a54eb837,P1303,1,trumpet,True,1.0,piano,False
1,False,bass,near_locality,trm_cf_5733,piano,False,target_leakage,False,prompt_memory,1,Paul Badura-Skoda plays the,trumpet,[89162],Paul Badura-Skoda plays the,2b3d122381c0e5214debeaf713517ac7f1fb18b34b91c878fe93c211cbefa289,P1303,1,trumpet,True,1.0,piano,False
